gene_id,Con1_Liver,Con2_Liver,Con3_Liver,Con4_Liver,Con5_Liver,Con6_Liver,T1_Liver,T2_Liver,T3_Liver,T4_Liver,T5_Liver,T6_Liver
500244,472.84,399.99,342.01,382.89,297,332,505.98,525.04,426.07,484.44,389.05,567
500245,60.81,64,45,63,80,65,22,22,23,84.98,9,18
500246,106.98,97,125.99,75,55,90,103.94,87,63.56,349,70,82.95
500247,73.98,93,58,102,74,64.98,81,85,40,91,48.97,97
500249,207,153,215,195,213,214,226.96,221,238,200,245,187.98
500251,61,83,55,59,42,54,68,59,38,55,50,55.01
500252,28.97,38,27,42,24.81,29,98,65,9,105,19,107.06
500255,217,277,371.91,304.93,384,414,146,180.57,172,202,210,192
500257,68.2,108.02,57.51,118.97,60.47,69.56,74.49,77.54,15.64,35.88,43.49,90.02
500258,67,87,48,79.43,36.03,39,65,68.02,33,79.08,120.7,74.1
500261,622.13,663.68,724.83,642,523.59,601.29,371.07,370,557.12,383.61,463.44,377.24
500262,130,180,65.97,186,64,59.46,643.81,636,259,140,298,579
500266,1,0,0,0,0,0,0,0,0,1,0,0
500267,2,0,2,0,0,2,0,0,0,2,1,1
500270,29.49,13.82,23.82,23.16,27.57,25.36,40.7,44.07,28.98,29,65.44,45.58
500273,0,0,0,0,0,1.2,1.78,1.87,0,1.14,0,0
500280,19.28,21.19,12.35,24.05,9.82,11,7.26,17.38,2.95,13,5.2,11.88
500281,29,38,27,37,39,31,26,19,18,41.65,9,16
500282,1320.99,1436,1164,1440,1197,1112,1666,1737.02,1582.02,1154.9,1253.9,1638.66
500286,7,2,3,1.99,2,4,33,54,49,31,67,68
500287,4.99,7.33,5.12,4.05,1,0,3.01,2,2,6.54,4,2
500288,229.08,299,303,274,311,321,452.65,418.46,280.89,338.95,290.95,442
500292,973.01,1345.02,1274.07,1383,989.38,1042,1903.34,1808.23,2753.04,1219.99,2473,1851.04
500294,0,1,1,0,0,0,0,0,0,0,0,0
500295,362.98,390,409,314,435,477,551.99,600,571,363.01,677,562
500300,854,2050.99,1160.27,1766,2366.7,2453,683.96,704.96,1406.42,1092.99,1074.35,985.86
500305,39,56,45,53.74,54.41,39.99,43,52,15.98,59,30,39.97
500308,359.37,305.95,510,296.28,265.08,258.99,171,168,115.95,290.01,107,192
500311,0,0,0,0,0,0,0,0,0,2,0,3
500316,30,25,36,23,24,16,42,41,37,41.95,38,42.44
500317,2,6,2,4,1,0,2,1,0,5,1,0
500318,12.49,15,9,7.72,4,3,8.03,6,1,34.47,2.01,8.65
500319,1.8,1.44,0,2.04,5,4.46,1,6,0,1,1.01,1.01
500323,37.21,41.39,37.69,53.19,37.88,53.48,36.22,41.33,30.77,65.5,50.07,42.21
500324,15.19,12,17,14,5,17,11,5,2,25,5,5
500331,34.98,31.05,44.62,43.98,33.77,46.56,43.73,60.3,55.17,34.2,33.74,45.58
500336,98,81,62,48,55,47,20,31,14,118.91,33,34
500337,73,50,64,55,39,44,22,32,33,63.4,45,29
500338,9.74,16.28,7,25,13,18,10.37,9,6,56.35,28.94,13
500340,8.01,0,3,3,3,4,2,1,2,10.78,1.01,1
500348,2,4.98,3,4,3,3,2,3,4,4,1,5
500349,1,0,0,0,0,0,1,0,2,2,3,1
500350,20.98,20.12,10.71,22.43,10.25,19.95,13.84,11.35,13.06,19.12,25.95,17.02
500351,11.15,25,38.37,15,16,12,22.19,25,20,17.97,11.94,23
500352,0,0.9,0,0,1.82,0,0,0,0,2.68,0,0
500354,8.43,6.08,8.89,8.25,8.86,3.7,7.6,9.96,7.67,8.59,5.75,9.08
500356,0,0,0,0,0,0,0,0,0,1,0,0
500359,2,1,4,3,5,5,1,1,0,1,9,1
500361,40,51,37,40,36,35,10,12,19,78.94,29,15
500362,0,0,2,2,1,1,0,0,0,0,0,0
500363,13.23,0,1.42,1,0,4.55,0,0,0,0,0,0
500364,8.88,4.14,11.17,11.02,12.4,10.95,3.05,8.7,2.86,10.15,10.49,6.49
500366,2,1,0,0,3,3,1,0,1,0,0,3
500367,34.95,81,31,85,53,58,57.99,50,29,48.99,24,51.96
500368,0,1,1,0,1,0,5,3,2,0.51,3,1
500377,2,0.03,2,2,1.01,1.01,4.01,4.97,4,2,5,9.01
500378,106.29,146.18,97.85,157.06,130.25,147.85,137.31,183.06,154.02,123.56,159.11,186.15
500384,720.24,824.61,971.85,871.76,1033.7,1034.36,335.74,388.8,459.04,407.01,514.72,423.31
500386,2.54,5.7,1.33,3.66,6.28,1.96,3.55,0.82,14.4,4.15,3.71,10.11
500390,22,34.2,43.8,30.83,48.17,32.77,17.11,19.25,25.31,37.13,29.37,24.17
500392,48.64,56.19,80.68,57.24,46.29,35.23,39.61,37.41,44,36.32,28.84,26.28
500393,44.08,28.61,47.99,21.27,21.1,38.19,21.78,17.18,39.45,38.01,88.9,12.57
500394,1,0,2.12,3.95,0,1,0.21,0,0,2.13,1,0
500400,62.14,64.21,76.82,52.88,62.22,44.89,32.33,31.03,25.8,59.94,25.48,42.99
500409,1,0,0,3,6,2,3,1,0,0,3,2
500410,4.12,2.03,3.08,4.96,13.04,12.25,5.14,7.81,1,7.66,4.06,7.8
500413,3,6,5,3,10,4,1,3,2,6.99,7,2
500415,4,7,3,7,4,7,13,11,6,4,14,11
500418,0,0,0,0,0,0,1,0,0,0,0,0
500419,465.96,876.79,728.76,803.75,1029.79,875.73,311.71,254.24,302.15,418.39,311.99,286.83
500420,149.36,148.69,263.68,116.97,221.62,212.78,186.84,184.5,189.88,334.23,242.59,240.15
500430,2,7,4,1,0,3,3,1,1,2,0,4
500432,0,0,0,1,0,1,0,0,0,0,0,1
500434,2,2,3,1,0,0,0,1,0,0,1,0
500441,3,4,2,2,3,1,6,2,2,3,2,3
500442,0,0,0,0,0,0,0,0,0,0,1,0
500446,0,0,0,0,0,1.13,5.7,1.07,0,2.05,0,0
500448,3.88,3.05,3.56,4.37,4.51,2.03,9.91,10.1,22.16,16.55,24.49,4.29
500449,0,3,2,1,0,1,1,0,0,7,1,2
500450,182,99,180,135.04,170.99,160,19,18,138,200,87,138
500453,0,1.56,3,0,1,0,2,3,0,1,0,1
500458,0,0,1,0,0,0,0,0,0,0,0,0
500464,710.82,652.07,617,618,573.78,632.9,407,356.99,561,504,403,371
500473,112787.89,102634.8,94083.69,108422.03,48566.51,46728.28,34440.04,28819.01,28280.62,9058.12,30759.7,30169.17
500474,1,1,0,0,0,0,0,0,0,0,1,0
500475,5,6,3,2,4,8,3,2,2,6,5,5
500501,166,156.02,127.96,163,148,134,152,155,143.99,187,132,183
500502,44.64,87.37,13.28,47.44,30.4,24.31,25.59,16.56,22.42,50.27,13.57,18.76
500514,711.38,468.2,822.88,444,460.85,468.99,195.83,204.99,1033.7,447.48,672.65,183.9
500516,1,1,0,0,0,0,0,0,1,0,0,0
500526,298,306.2,292,281.96,241,281.97,334.99,376.53,239,364.97,388.94,383.99
500527,2,5,8,10,4,3,4,2,1,9,2,4
500528,116,131,190.06,146.99,207,140,54.99,69.47,64.97,121.95,79.04,53.95
500531,1,1,0,1,0,0,0,0,0,0,0,0
500532,351.99,369,462.98,351,349.99,357,317,277,223,406,348,316.99
500534,9.99,9,19.59,8,10.47,9,1,2,3,2,6,4
500536,649,876,1148,900.92,1091.97,1093,169.87,192,248,440.98,240,183
500537,11.84,13.59,7.07,18,10,8.69,22.61,19.6,9.06,18.08,9.64,22.23
500538,3550.74,4255.21,4101.37,3813.13,3662.51,3847.93,3362.14,3122.03,2788.98,3611.82,4129.28,3612.95
500540,3,5,6,8,1,2,11,12,3,11,14,4
500545,9,20,7,29,24,23,11,12,8,41,6,14
500546,61.24,77.58,58.05,82.25,68.15,55.87,73.9,85.27,29.54,44.67,50.23,72.04
500549,54,71,59,74,40,29.93,103,117,48,48,48,110
500551,256.03,308.94,237.93,331,232,210,342.96,341,333.98,272.62,251,330.96
500552,210,260.98,276,267,309.88,301,1048.85,1059.96,1431,617,828.1,1037
500553,1,0,2,1,3,4,3,4,3,0,11,1
500554,2,5,1,2,0,4,0,0,0,0,1,1
500555,330.07,420.56,346.64,381.68,432.2,465.42,505.98,509.91,318.88,401.59,442.92,519.97
500557,4,5,9,8,12,15,4,6,17,8,2,4
500558,62,71,64,81,68,78,173.9,185.13,172,105,170,153
500561,78.3,74.72,109.35,73.92,59.92,70.02,95.42,73.38,114.89,157.76,191.85,76.54
500562,2.07,3.91,7.16,3.32,2.4,8.03,0,1.19,1.08,1.08,1.02,2.65
500563,10,11,1,9,6,6,9,4,27,14,11,5
500564,250,356,358,346,384,407.99,121,135,147,202,153,151.62
500566,1,1,3,1,0,1,1.43,1,0,2,0,1
500569,400,351.97,419.33,361.88,302,302,704.73,720,499.01,427.23,493.99,802.73
500571,1,0,4,0,0,1,1,0,0,0,0,1
500572,28,28,22,21,19,17,48,42,29,25,43.93,41
500573,82,41,60.98,54.98,75,85,67,95,60,118.73,52,77
500574,0,0,0,0,0,0,0,0,0,0,0,1
500575,1071.99,879.39,1190.96,929,862.58,907.99,1014.97,1030,1079.8,1045.85,1147,1040.99
500576,1,1,3,0,2,3,0,1,0,1,0,0
500577,0,3,3,0,2,3,1,1,0,2,0,0
500578,62,98.11,88,102,74,88,54,54,36,116,15,51
500582,73.79,57.51,74.37,98.82,59.77,41.14,107.29,83.82,55.57,65.64,41.46,101.82
500584,161.48,196.21,200.44,203.23,166.49,162.72,225.39,189.22,134.62,190.4,121.79,232.25
500585,2.89,7.22,4.49,0,4.55,4.89,4.38,0.29,0,2.78,0,2.16
500587,63,78,93,81,82.01,81,41.98,49,34,34,60,52
500590,157,180,259,182,279,217.12,146.04,177,185.98,407.18,448,234.94
500592,21,56,11,47,19,19,10,15,16,15,10,9
500594,13.62,11.74,9.92,7.74,9.2,8.45,6,7.79,7.27,11.87,4.27,7.1
500595,196.88,287.99,236.78,287.86,311.23,301.61,4.67,13.02,22.96,88.84,20.54,4.37
500598,6,5,5,4,2,3,5,7.95,5,12,11,6
500606,28,16,35.99,22,28,25,21,21,19,19,24,16
500608,0,0,0,0,1,0,0,1,1,1,0,0
500616,235,236,235,212,165.76,181,403,338.99,331,241,375,371
500620,2,0,0,0,0,0,0,0,0,0,0,0
500622,24.79,9.27,21.19,0,9.67,9.38,0,14.98,7.83,0,16.03,0
500623,30,35,22,42,41.98,18,29,34,13,38,17,34
500624,0,1,1,0,0.87,0,1,0,0,0,0,1.93
500625,11,13,17,15,9,12,15,29,23,13.09,17,20
500629,157.9,233,214,223,234,207.55,157,149,112,137,119,173
500633,2,1,4,1,0,1,0,0,1,0,3,0
500636,61.85,55,102,69.19,24,14,5,6,11,25,3.99,6
500637,5,5,19,1,6,6,0,0,3,1,2,0
500638,10,19.91,16,31.99,31,30,18,25.99,20,17,27.97,29
500640,73,50,48,40,27,28,77,63,130,74,161.02,76.98
500651,2102.77,2490.99,2704,2379.95,2899.95,2837.47,868,876,1738.01,2228,966.99,873
500655,15.1,16.17,27.39,10.84,30.47,28.88,21.06,20.3,12.38,16.2,39.32,21.3
500666,13,4,32,16,7,3,9,11,10,26,4,6
500668,54,71.98,92,70,63,88,56,56,51.95,65,71,55
500673,0,0,0,0,0,0,0,0,0,0,1,0
500679,12,17,10,19,30,30,0,1,8,6,1,4
500684,18.45,15.74,0,14.3,10.8,5.81,0,0,23.57,15.34,7.21,1.33
500685,6,6,3,3,27,27,2,6.03,1,3,2,1
500686,2,2,3.82,2,1.1,2,0,0,0,3,1.04,0
500688,3.63,16.88,9.04,14.35,3,10.55,15.46,19.99,6.5,21.72,14.47,16.35
500689,5,1,4,6,2,3,65.99,54,38,14,66,55
500690,41,47,46,34,62,65,59,56,27.99,58,37,49
500692,23.02,10.26,13.11,12,16,18.2,17.05,17.09,21,14,12.04,18.1
500693,104.2,93.42,98.54,96.07,73.33,95.69,59.6,43.57,38.99,87.48,33.04,47.11
500694,390,384,445.94,361,414,402.54,252,257,264.96,367.37,319,233
500695,508.73,600.95,740.79,567.94,653.49,653.17,544.65,545.66,494.64,658.67,585.73,592.52
500696,0,4.73,1,0,0,0,0,1.58,0,0,0,0
500697,0,0,1,1,0,0,0,0,0,0,0,0
500702,0,0,0,0,0,0,1,0,0,0,0,0
500705,0,2,0,0,3,1,0,0,0,2,2,0
500707,178,278.85,228.17,310.98,204,192.59,107,117.2,82,125,157,119.91
500709,180.01,149,235.36,146.93,154,135.29,60,57,75,134.17,57,56.01
500711,6,9,10,13,1,1,7,4,3,18,6,3
500715,247,282,307,324,382.92,309,306,283,262,248.96,275,332.99
500723,90.74,57,66.99,61,58,70,67,43.84,33,70,35.36,42
500724,0,0,3,0,0,1,0,0,0,0,0,0
500726,588.97,596,669,599,551.77,559,579,602,628,589.93,593,568
500727,62,114,108.83,111,102.99,109,252,243,148,157,252.37,238.98
500750,2,0,0,0,0,0,0,0,0,0,0,0
500761,1274.01,4103.78,5466.91,4343.64,8823.48,9245.78,31,49,639,198,94,57
500762,60.01,42.33,50.46,59.23,54.11,38.44,26.42,30.32,20.25,52.14,26.22,36.01
500789,21,15,13,18,6,15.91,72,58.27,13,24,14,85
500790,190.38,210.49,191.52,197.09,165,189.28,405,383,228,214,223.22,352.52
500793,390.86,454,517.31,468,416.93,446.99,87,86,173,231.41,82.98,90
500795,27,35,47,43,60,55,74,77,65,74,65.46,71
500797,3.94,2,7,4,8,12.01,12,6,4,9,1,10
500798,3.95,7.05,4.71,4.16,12.12,10.17,1,2.94,1.03,1.06,0,3.24
500801,248.12,523.79,419.9,540.18,395.69,383.11,261.75,231.11,160.98,391.53,222.44,262.78
500818,12,13,22,10,4,9.08,10.02,16,3,19,7,13
500820,1,0,0,0,0,0,0,0,0,0,24,2
500823,103.25,89.9,126.03,99.98,80.93,66.26,4.03,8.98,9.05,24.09,17.17,8.09
500824,46.15,46.55,35.03,44.79,43.86,43.23,284.4,196.44,207.42,231.79,50.33,227.52
500826,195.95,386.98,383,361.98,349.93,380,430.48,479.91,375,765.6,593.41,452.67
500832,88,138,104,148,139,118,156.57,139,71,80.73,50,130
500837,197.51,222.93,183.85,195.65,195.1,168.77,208,169.24,127.95,242.08,145,180.65
500841,6,2.13,2.29,2,3.48,6,2.32,1,2,3.21,2,0
500843,105,113,123.99,122.01,110.99,136.99,143,137.09,109.96,136,143,118
500847,130.49,90.99,218.88,108,110.41,125,55,79.08,47,97.99,143,91.99
500853,0,0,0,1,0,0,0,0,0,0,0,0
500855,536.6,496.01,569.52,533.69,453.98,417.98,446.12,531.66,462.99,451.71,452.01,463.68
500863,0,1,4,0,0,1,1,0,0,0,0,0
500864,0,0,0,1,0,0,0,0,0,0,1,0
500865,8,11,4,17,12,8,178.97,137,29,163,52.99,197
500870,10.33,25.62,18.23,13.16,31.74,21.28,8.89,9.13,12.18,18.18,20.39,9
500873,0,0,0,0,0,0,0,1,0,1,0,0
500874,197.07,232.36,224.18,219.58,223.87,229.85,173.11,157.6,91.34,240.59,146.19,173.5
500877,47,48.51,56,34.97,29.99,27,58,45,194.49,77,50.92,83
500881,0,0,0,0,0,0,0,0.34,1.83,0,0,0
500882,0,0,3.48,0,0,1.44,1.15,1.16,4.38,0,0,1.38
500889,0,1,2.81,1,2,1,0,0.37,0,1.16,0,0.04
500893,64.73,44.37,100.88,46.6,43.57,58.02,30.18,36.9,10.47,65.82,23.86,44.27
500895,0,0,0,0,0,1,0,0,0,0,0,0
500896,15,12.98,6.98,20,8.5,10,22.97,25.97,23,21,4,23
500899,173.98,198,246,233.99,237,256,75,85,108,100,138.97,92
500900,118,129,129,133,138,162.99,125.99,103.71,82,164,57,134
500901,140,125,121.87,118,97.93,116.02,105.5,87,55.02,161.08,42.01,113
500902,94.87,81.44,71.86,95.9,56.44,56.02,45.43,33.24,30.04,133.08,62.99,36.62
500904,95.99,60,124,65,43,42,186.98,192,146,563,189,189
500906,110.93,112.81,128,102,89.99,102,187,184.98,277.01,437.03,231,162
500907,96,111.31,115.46,107,93.92,102.14,99.98,81,78,84.01,129.95,109.6
500909,236.25,283.58,170.32,251.61,314.02,305.73,396.12,366.86,190.47,269.15,265.04,410.65
500910,8.37,4.71,9.3,1,2.01,4.1,4.97,5.61,6.03,6.99,3.01,8.7
500911,290.2,334.47,224,309.55,348.62,363.41,176.45,182.51,102.61,183.91,153.31,157.5
500913,13,7,10,9,4.49,6,5,1,0,0,7,2
500915,3,5,1,1,2,1,1,2,1,3,1,0
500917,53,77,96.98,72,36,52.96,1,2,9,2,3,2
500921,17.15,6,7,12,6,12,6,10,4,22,14,9
500925,0,0,1,0,0,0,0,0,0,0,0,0
500927,2,0,1,1,0,0,0,0,0,0,0,0
500929,960.34,1181.98,1290.03,1241.48,1356.38,1407.77,1328.4,1508.27,931.41,1658.87,1219.75,1300.44
500931,0,0,0,0,0,0,0,1,1.99,0,1,0
500941,463,464,523,489,390.34,387,442,480,325,391,274,527
500943,1366,1222,1568.98,1258.76,1399.96,1415.97,694,727.99,755.97,825,616,695
500946,1,2,3,1,4,2,0,0,0,0,1,0
500947,1,5,0,3,0,0,2,3,10.97,1,0,2
500950,292.94,297.23,339,253,250.02,267.93,286,259.99,167,231,215,270
500954,814.58,735.1,835.08,699.11,719.4,762.59,754.16,682,617.01,672.59,755,725.03
500956,1193.3,896.87,1982.07,895.67,1035.65,1146.06,897.27,1017.45,1132.53,1090.58,1518.14,1014.07
500959,56.45,74.35,67.73,84.43,76.88,108.65,43.24,42.09,70.09,61.67,74.61,42.84
500961,0,0,2,1,1,1,0,0,0,1,0,0
500964,120,128,138,114.99,115,109,99,82,148,152,115.99,100
500972,3212.28,3843.62,3555.06,3734.06,4676.07,4563.41,5082.51,5302.83,3847.54,3215.06,5249.87,5392.17
500973,82,58,65,44,33,54,15.99,12,32,134,16,18
500981,117,119,130,112.82,121,119.82,163,167,67,134,160,197
500985,270,281.87,239.86,281.98,228,208,306,285.15,237.76,469.95,406,338.94
500986,7,11,6,16,9.32,9,1,2.94,0,2,2.33,1
500987,85.91,111.74,54.22,94.58,64.95,56.26,186.17,182.22,124.08,153.1,117.12,200.79
500988,1993.12,1928.41,1720.34,1787.98,1731.06,1698.78,2304.16,2040.3,2337.02,1853.93,2264.89,2237.87
500989,527,767.09,576.9,777,631.28,693.95,1204.43,1049.69,709.64,919,1140.02,1090.74
500990,0,0,0,0,1,0,0,0,1,0,0,0
500991,5024.47,5436.43,5569.51,5512.56,7605.19,7523.33,1810.1,1551.79,2540.43,3475.76,1573.7,1717.85
500992,226.86,227.19,229.08,238.58,279.01,355.53,62.64,47.68,87.11,130.95,72.43,69.82
500993,90,72,113,85,107,118,54,76,66,72,51,65
500995,3,4,5.01,4,5,10,2,3,4,3,1,2
500996,68.29,57.82,99.22,41.28,47.94,49.97,27.74,27.12,24.16,99.24,86.79,18.25
500997,0,0,0,0,0,1,0,0,1,1,0,0
501003,2,1,0,3,0,0,0,0,0,0,0,0
501005,7.02,3.68,3.75,0.29,4.58,4.74,7.9,5.5,9.21,4.79,3.44,5.11
501007,27,18.62,11,38,20,15,17,11,6,13,4,9
501010,0,1,0,1,0,0,0,0,0,0,0,0
501015,2,2,8,3,0,2,0,0,0,1,0,2
501023,0,0,0,0,0,0,0,0,1,0,0,0
501026,0,9.1,8.05,3.65,2.92,4.38,13.28,2.82,12.69,2.54,1.47,0
501028,10.3,11.18,10.65,10.12,17.44,13.85,0,0,10.43,3.06,2.62,9.87
501031,1.06,6.09,5.23,5.98,7.71,1.9,3.9,1.21,0,3.13,2.14,3.19
501033,1,6,2,5,2,3,0,0,1,1,1,0
501036,0,0,1,0,0,0,0,0,0,0,0,1
501038,533.36,543.81,769.55,526.54,449.02,378.42,109.54,94.16,123.36,171.69,149.99,115
501039,257.36,207.8,254.99,193,177,205,321.26,252,207,698.28,513.19,272.36
501043,1,3,2,6,2,5,9,18,5,4,15,12
501046,0,0,1,0,0,0,0,0,0,2,0,0
501047,4.96,2.03,5.07,14.97,7,7.85,2,6,3,6,8.17,3
501048,6,26,12,17,28,20.22,12,9,6,11,13,11
501049,0,0,1,1,0,1,0,0,7,2,1,1
501052,374.99,350,358,329,283,327,551,477,320,379,258,479
501056,0,0,0,0,0,0,0,0,1,0,1,1
501059,2.18,9.39,8.82,9.92,4,8,3.01,3.27,4.39,5,5.9,4
501061,1,1.09,1,1,0,1.2,1,0,0,0,0,0
501065,76.87,57,68.15,49,54,61.03,66.99,60,66.39,192.03,66,52.77
501069,1337.73,1405.99,1392.12,1399.9,1245.99,1283.99,1783.86,1761.85,1632.72,1417.33,1573.62,1841.92
501070,0,4,2,2,1,0,0,1,0,0,0,0
501072,328.34,380.35,464.75,448.23,804.26,778.66,114.58,89.3,222.16,155.6,64.57,66.33
501083,3621.38,3723.96,4380.88,3842.83,4338.83,4219.66,4113.51,3902.97,3517.2,3850.33,3182.76,4043.95
501084,1688.71,1433.89,1413.67,1488.68,665.26,603.54,43.49,52.21,106.78,60.98,7.28,42.69
501088,336.63,332,412.99,332,366,381.99,216,173.96,222.88,298,269,217.76
501095,48.58,51.04,38.22,50.13,30.65,29.39,81.13,70.95,74.24,182.93,53.99,67.28
501096,8,0,2,0,1,1,5.11,7,7,10,5,4
501097,4,3,5,3,2,2,3,6,0,7,2,5
501099,415,534.96,376,509.93,323.99,322,512,500,450,695.39,442,514.98
501100,0,0,0,0,0,0,1,1,0,0,3,3
501101,4,0,3,2.91,2,3,2,3,4,0,6,2
501103,230,254.95,330,292,299,244,218,248,169,274,265,222.02
501105,3,32,13,31,2,1,44.99,30,43,16,82.92,20
501110,294.02,288.64,280.32,273.9,225.03,231.66,22.01,22.01,42.86,125.07,74.81,30.85
501116,2.73,0,0,0,13.96,12.94,0,21.09,201.95,0,17.16,0
501121,0,0,1,0,0,0,0,0,0,0,0,0
501125,0,1,2,0,0,1,0.66,0,0,2,0,3.07
501126,1,4,4,7,4,4,0,0,0,1,4,0
501127,6,8,8,8,5,6.6,0,0,0,6.73,1,1
501129,6,5,7,2,5,2,0,0,4,12,5,4
501138,10.57,8.71,13.74,9.85,13.98,8.67,2.44,2.57,3.08,10.1,5.02,6.7
501145,67.98,109.89,105.76,90.73,164.89,118,52,58.99,28,83,39,60
501146,2076.45,1444.46,2071.45,1400.37,1627.7,1701.96,655.83,548.98,1028.59,1109.34,751.38,484.38
501150,9.83,18.49,16.36,8.8,15.4,13.72,17.11,15.4,18.22,24.33,14.65,15.23
501153,0,0,0,0,0,0,0,1,0,0,0,1
501157,591.36,592.22,634.39,589.67,626.47,553.59,447.38,421.55,467.15,529.77,412.75,484.21
501162,4687.68,3420.14,5973.66,3506.08,1956.21,1977.49,2646.55,2361.22,3638.78,3671.1,2077.77,2640.83
501164,0,0,1,0,0,0,7,7,0,0,0,0
501167,725.5,745.96,838.71,833.81,908.99,942,1267.76,1272,714,788,933.05,1380.79
501174,669,390,545.88,421,478,493.14,2025.99,1942.8,2162,1466,2179.76,2019
501177,1,8,2,6,2,4,2,4,4,11,5.11,8
501181,18,32.1,37.6,25.01,18.01,19.8,4.02,3,11.02,20.01,14,3
501183,0,0,2,1,1,1,2,3,0,2,0,2
501185,1,0,0,0,0,0,3,0,0,0,0,3
501194,101,167,157,157,135,140.99,65,67.76,84,96.99,146.46,73.71
501195,436.99,361,421.01,348,307,314,472.83,550.99,507,605.9,694.99,487.69
501199,4,4,5,4,4.93,6,1,2,0,5,1,1
501201,0,0,1,1,1,3,0,2,1,0,0,0
501203,952.47,914.67,1099.05,820.57,819.13,964.05,1151.94,1305.45,1118.64,1355.23,1458.71,1142.75
501230,0,0,0,3.24,0,2.4,0,0,0,0,0,0
501231,0,0,2,2,0,1,0,0,2,0,1,0
501233,17.93,26.05,6.71,21.86,34.2,23.87,6,3.1,15.46,16,1,6
501266,225.82,214.99,256.44,247.96,145.84,195.51,140.07,103.45,130.41,135.35,226.08,151.28
501281,437,399.56,506.94,418.37,370,354,453.46,431,334,422.85,383,465
501282,848.85,783.69,799,762.22,833.88,822,731.72,738.36,716.98,728,629.98,759.94
501283,6,36,35,40.99,20,22,9,9,17.4,2,21,8
501285,229.84,241.77,198.37,212.64,213.28,206.91,273,254.76,215.82,208.83,227.74,260.98
501297,40.4,3.15,43.47,2.36,0.4,2.2,1,0,0,28.18,0,2.3
501317,29.53,12.41,37.15,15.26,3.77,5.67,0,0,0,10.95,1.39,0
501346,26.9,8.31,58.1,14.84,4.28,0,2.34,5,6.43,32.82,0,1.75
501349,0,0,0,0,0,0,0,0,0,0,1.65,0
501396,1.54,0,2.73,1.59,1.45,1.62,0,1.12,0,1.5,0,0
501403,157.99,213.9,190.89,246.99,167.85,165.93,232.58,170.5,55.94,161.93,53.97,223.88
501416,6.74,11.12,25.81,18.4,0,5.75,2.38,0,0,14.84,2.31,1.14
501454,1130.86,1109.1,1290,1067,936.99,979.98,506,505.12,559,783,648,505.16
501467,2.51,0.97,4.85,0,0,0,0,0,1.11,2.29,2.6,0
501502,9.46,6,6.1,3,2,3.84,2,1,0,21.16,3,3
501506,132.9,138.4,203.49,117.9,63.71,84.88,174.19,126.02,140.9,148.31,121.98,188.31
501512,0,0,3,1,0,0,2,1,0,3,1,1
501515,2502.07,2231.99,2884.42,2158.65,2107,2152.1,1489,1301.67,1457.36,2118.69,1260.6,1325.19
501539,38,34,29,39.98,24,41,46,62,28,57.91,114,40
501550,70.72,52.04,58.13,54.07,40.09,42.06,76.15,85.28,49.77,65.16,103.32,74.03
501552,8,10,8,8,5.98,5,1,6,3,12,1,3
501555,18,17,14,21,11,10,7,2,7,22,9,6
501558,14.11,24.32,26.1,17.03,30.34,24.22,7.02,5.82,9.41,11.62,11.62,8.02
501559,88,73.02,93.87,85,88,76,105,115,63.99,127.45,79.81,121
501560,172.39,145.14,192,145.1,144.03,162.04,408.32,405.27,528.71,343.88,581.8,411.06
501563,183,183,172,180,165,162,369.94,361.43,340,325,362.15,368.97
501568,0,0,0,1,0,0,0,1,0,2,0,0
501569,2179,1568,1783,1631.99,1133.75,1010,815.97,820.97,1098.19,1164.13,990,875
501570,8,9,8.97,7,8,4,2,3,4,15,6,4
501582,5,7,5,4,6,5.41,8.68,8,0,6,4,5
501584,9,19,7,14,6,8,17,14,4,8,10,17
501588,10.06,3.96,6.05,1,2.04,1.97,2.6,4.4,2.93,3.01,2.18,6.22
501617,2.02,5,0,4,0,2,0,0,1,1.99,0.04,0
501619,59,55.92,44,47,0.52,15.84,17,18,6,94,14,0
501624,0,5,5,3,4,2,2,1,1,2,3,1
501628,0,0,0,0,0,0,1,0,0,0,0,0
501630,0,1,12,4,1,1,13,25,37,12,89.98,15
501647,23,17.74,16.9,33.98,17.99,28,7.5,16,15.89,18,20,9.52
501658,308.37,322.63,430.83,490.72,517.74,490,529.1,566.48,203.94,539.16,726.89,525.47
501659,236.56,207.9,199.19,204.33,164.98,198.18,225.82,235.98,159.59,214.68,230.6,196.43
501661,203,228,281.99,235,241,217,177,148.99,102,203,164.98,145
501664,1239,1063.71,1171,1108.96,955.66,940.98,906.11,845,736,781.39,912,972.92
501665,129,141,111,112.01,116.63,105,221.09,253,146.33,225.48,181,243.98
501668,0,0,0,0,0,1,0,0,0,0,0,0
501679,0,1,0,0,1,0,0,0,0,0,0,1
501688,116.57,111.46,109.65,117.04,69.98,73.42,134.83,137.38,39.49,94.05,99.78,136.59
501699,4,0,6,7,5,4,4,0,2,0,1,1
501702,236.21,191,285.86,184.01,207.1,185,127.12,108,151.99,172.82,119,144.99
501706,273.69,420.95,314.27,412.37,274.71,259.25,670.99,657.42,398.19,419.94,266.44,635.71
501712,9.63,12.41,23.85,18.24,4.56,6.64,15.84,3.4,3.34,34.62,13.37,10.15
501736,116.92,103.85,137.96,63,71,97,88.93,81,69.96,218.88,83.19,71
501738,3,1,0,2,0,0,1,1,5,5,1,0
